alpha,mean,stdev
0.0,0.125,0.049776592798946716
0.1,0.1527777777777778,0.05343162239353152
0.2,0.18777777777777777,0.046613726585340076
0.3,0.23500000000000001,0.03543285154274111
0.4,0.28111111111111114,0.029652768742589763
0.5,0.335,0.04124685630453379
0.6,0.38722222222222225,0.06599715253449334
0.7,0.42833333333333334,0.07039229677895294
0.8,0.4722222222222222,0.07706908165438821
0.9,0.5011111111111111,0.09365318503508231
1.0,0.5005555555555555,0.07766526253168289
