alpha,mean,stdev
0.0,0.5003333333333333,0.04962903319300623
0.1,0.5613333333333334,0.04805454989989884
0.2,0.605,0.04125941324457425
0.3,0.6516666666666666,0.03592552400249439
0.4,0.6986666666666668,0.03956488489758391
0.5,0.7483333333333333,0.04193422864634265
0.6,0.7843333333333333,0.0481845866015774
0.7,0.8143333333333335,0.04759846673042859
0.8,0.8483333333333334,0.04608027574641346
0.9,0.873,0.05111505197113367
1.0,0.8813333333333334,0.04258325179379017
