alpha,mean,stdev
0.0,0.14611111111111114,0.10469270468502626
0.1,0.17,0.10268013379687042
0.2,0.22333333333333333,0.09357992116950375
0.3,0.27944444444444444,0.06769018829358396
0.4,0.34111111111111114,0.05702982157342634
0.5,0.42000000000000004,0.05955942497103762
0.6,0.4677777777777778,0.13973323595008075
0.7,0.5272222222222223,0.12343533764232661
0.8,0.5805555555555555,0.14478236825103602
0.9,0.6083333333333334,0.16359829856138808
1.0,0.58,0.14810647562045795
