alpha,mean,stdev
0.0,0.5705,0.10610336458665287
0.1,0.613,0.0946995865667133
0.2,0.6523333333333333,0.08569529864891252
0.3,0.6936666666666667,0.07316288005227688
0.4,0.733,0.0713294801385942
0.5,0.7721666666666667,0.06058221420815329
0.6,0.8148333333333333,0.05488131799007278
0.7,0.857,0.04440180703345594
0.8,0.8938333333333333,0.03355235064668537
0.9,0.9323333333333335,0.02215970738928986
1.0,0.9506666666666665,0.015572880911476865
